,name,price,exterior_color,interior_color,drive_train,mpg,fuel_type,transmission,engine,mileage,heated_seats,heated_steering_wheel,nav_sys,remote_start,carplay,bluetooth,brake_assist,blind_spot_monitor,year,drive_train_simple,fuel_type_simple,turbo,emission,cylinder,average_mpg,transmission_simple,price_level
3215,2014 Ford F-150 FX4,24500,Tuxedo Black Metallic,Black,Four-wheel Drive,14–19,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,124329,True,False,True,True,False,True,False,False,2014,AWD,Gasoline,True,3.5,V6,16.5,6,moderate
3216,2012 GMC Acadia Denali,13488,Carbon Black Metallic,Black,Front-wheel Drive,17–24,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,116915,True,False,True,True,False,True,True,False,2012,FWD,Gasoline,False,3.6,V6,20.5,6,cheap
3217,2019 BMW X5 xDrive50i,72450,Arctic Gray Metallic,Tartufo,All-wheel Drive,17–22,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,36077,False,False,True,True,True,True,True,False,2019,AWD,Gasoline,True,4.4,V8,19.5,8,expensive
3218,2018 Ford Edge Titanium,32500,Shadow Black,Ebony,All-wheel Drive,20–27,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,37272,True,True,True,True,True,True,True,False,2018,AWD,Gasoline,True,2.0,I4,23.5,6,moderate
3219,2018 Ford Explorer XLT,33500,White Platinum Tri-Coat Metallic,Ebony Black,Four-wheel Drive,16–22,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,38863,True,True,True,True,False,True,True,False,2018,AWD,Gasoline,False,3.5,V6,19.0,6,moderate
3220,2017 BMW X3 xDrive28i,30543,Space Gray Metallic,Black,All-wheel Drive,21–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,37193,True,True,False,False,False,True,True,False,2017,AWD,Gasoline,True,2.0,I4,24.5,8,moderate
3221,2019 Jeep Cherokee Limited,24500,Diamond Black,Black,Front-wheel Drive,22–31,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,57531,True,True,True,True,True,True,True,False,2019,FWD,Gasoline,False,2.4,I4,26.5,9,moderate
3222,2020 Lexus GX 460 ,56879,Starfire Pearl,Red,Four-wheel Drive,15–19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,20573,False,False,False,False,False,True,True,False,2020,AWD,Gasoline,False,4.6,V8,17.0,6,moderate
3223,2018 BMW X5 xDrive35i,44891,Black,Maroon,All-wheel Drive,18–24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,48964,True,False,True,False,False,True,True,False,2018,AWD,Gasoline,True,3.0,I6,21.0,8,moderate
3224,2006 BMW 750 Li,11995,White,Dark Beige / Beige,Rear-wheel Drive,17–25,Gasoline,6-Speed Automatic,4.8L V8 32V MPFI DOHC,52314,False,False,True,False,False,True,True,False,2006,RWD,Gasoline,False,4.8,V8,21.0,6,cheap
3225,2019 Kia Sorento LX,27579,Platinum Graphite,Satin Black,Front-wheel Drive,22–29,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,16180,False,False,False,False,False,True,True,True,2019,FWD,Gasoline,False,2.4,I4,25.5,6,moderate
3226,2019 Lincoln Nautilus Reserve,48000,Infinite Black Metallic,–,All-wheel Drive,20–25,Gasoline,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,24158,False,True,True,True,False,True,True,True,2019,AWD,Gasoline,True,2.7,V6,22.5,8,moderate
3227,2019 Lincoln Nautilus Reserve,42995,Red,–,Front-wheel Drive,21–26,Gasoline,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,17655,False,True,True,True,False,True,True,False,2019,FWD,Gasoline,True,2.7,V6,23.5,8,moderate
3228,2014 Toyota Tacoma Base,25991,Magnetic Gray Metallic,Graphite,Four-wheel Drive,16–21,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,116494,False,False,False,False,False,True,True,False,2014,AWD,Gasoline,False,4.0,V6,18.5,5,moderate
3229,2018 Cadillac XT5 Luxury,36997,Dark Granite Metallic,Jet Black,All-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,38791,True,True,True,True,False,True,True,False,2018,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
3230,2020 Mercedes-Benz GLE 350 Base 4MATIC,69999,Black,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,12588,False,False,True,True,False,True,True,False,2020,AWD,Gasoline,True,2.0,I4,22.5,9,expensive
3231,2013 BMW 328 i,15554,Mineral Gray Metallic,Black,Rear-wheel Drive,23–33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,54529,False,False,False,False,False,True,True,False,2013,RWD,Gasoline,True,2.0,I4,28.0,8,cheap
3232,2020 Ford F-150 Limited,61987,Black,Camelback,Four-wheel Drive,17–21,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,21798,True,True,True,True,True,True,True,False,2020,AWD,Gasoline,True,3.5,V6,19.0,10,expensive
3233,2019 INFINITI Q50 3.0t LUXE,34000,Majestic White,Stone,Rear-wheel Drive,20–29,Gasoline,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,20749,True,True,True,True,False,True,True,False,2019,RWD,Gasoline,True,3.0,V6,24.5,7,moderate
3234,2018 Mazda Mazda3 Touring,24991,Eternal Blue Mica,Black,Front-wheel Drive,27–36,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,48947,True,False,True,False,False,True,True,False,2018,FWD,Gasoline,False,2.5,I4,31.5,6,moderate
3235,2021 Toyota Tacoma SR5,43991,White,Black,Rear-wheel Drive,19–24,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,6761,False,False,True,False,True,True,True,False,2021,RWD,Gasoline,False,3.5,V6,21.5,6,moderate
3236,2018 Ford Explorer Limited,36499,Shadow Black,Ebony Black,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,36577,True,True,True,True,True,True,True,False,2018,FWD,Gasoline,False,3.5,V6,23.0,6,moderate
3237,2016 Volvo XC60 T5 Premier,17500,Crystal White Pearl,–,AWD,19–26,Gasoline,6-Speed Automatic,2.5L I5 20V MPFI DOHC Turbo,108549,False,False,True,True,False,True,True,False,2016,AWD,Gasoline,True,2.5,I5,22.5,6,cheap
3238,2020 Ford F-150 Platinum,56000,Agate Black Metallic,Black,Four-wheel Drive,15–21,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,19685,True,True,True,True,True,True,True,False,2020,AWD,Gasoline,True,3.5,V6,18.0,10,moderate
3239,2019 INFINITI QX80 Luxe,49890,Mineral Black,Wheat,RWD,14–20,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,46569,True,True,True,True,False,True,True,False,2019,RWD,Gasoline,False,5.6,V8,17.0,7,moderate
3240,2020 BMW X7 xDrive40i,78166,Alpine White,Black,All-wheel Drive,20–25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,34427,True,False,True,False,True,True,True,False,2020,AWD,Gasoline,True,3.0,I6,22.5,8,expensive
3241,2018 Mercedes-Benz C-Class C 300,37998,Black,–,Rear-wheel Drive,24–33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33770,False,False,False,True,False,True,True,False,2018,RWD,Gasoline,True,2.0,I4,28.5,9,moderate
3242,2021 Toyota Corolla SE,24757,White,Black,Front-wheel Drive,31–40,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,11322,False,False,False,False,False,True,True,False,2021,FWD,Gasoline,False,2.0,I4,35.5,-1,moderate
3243,2019 BMW X3 sDrive30i,40362,Dark Graphite,Black,Rear-wheel Drive,23–30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,16884,True,True,True,False,True,True,True,False,2019,RWD,Gasoline,True,2.0,I4,26.5,8,moderate
3244,2018 Jeep Renegade Latitude,24399,Alpine White,Black,Four-wheel Drive,24–31,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,22851,True,False,False,False,True,True,True,False,2018,AWD,Gasoline,False,2.4,I4,27.5,9,moderate
3245,2018 Tesla Model S P100D,92888,Midnight Silver Metallic,Black,All-wheel Drive,92–105,Electric,1-Speed Automatic,Electric,17921,True,True,True,False,False,True,True,False,2018,AWD,Electric,False,0.0,E,0.0,0,expensive
3246,2020 RAM 1500 Limited,54476,Bright White Clearcoat,Black,Rear-wheel Drive,20–25,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,33978,True,True,True,True,True,True,True,False,2020,RWD,Diesel,True,3.0,V6,22.5,8,moderate
3247,2019 Chevrolet Blazer RS,46787,Red,Jet Black,All-wheel Drive,18–25,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,36745,True,True,True,True,True,True,True,False,2019,AWD,Gasoline,False,3.6,V6,21.5,9,moderate
3248,2018 Lexus GX 460 Base,45991,Silver Lining Metallic,Black,Four-wheel Drive,15–18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,48576,True,False,True,False,False,True,True,False,2018,AWD,Gasoline,False,4.6,V8,16.5,6,moderate
3249,2019 Acura RDX A-Spec,43450,Majestic Black Pearl,Ebony,All-wheel Drive,21–26,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,22218,True,False,True,False,True,True,True,False,2019,AWD,Gasoline,True,2.0,I4,23.5,10,moderate
3250,2017 Porsche Macan S,27995,Black,Black,AWD,17–23,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,121940,False,False,False,False,False,True,True,False,2017,AWD,Gasoline,True,3.0,V6,20.0,7,moderate
3251,2020 Audi Q5 e 55 Premium,54990,Glacier White Metallic,Nougat Brown / Black,All-wheel Drive,Transmission,Hybrid,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Hybrid,15290,False,False,True,False,True,True,True,False,2020,AWD,Hybrid,True,2.0,I4,-1.0,7,moderate
3252,2018 Tesla Model S P100D,91998,Black,Black,All-wheel Drive,92–105,Electric,1-Speed Automatic,Electric,14802,False,True,True,False,False,True,True,True,2018,AWD,Electric,False,0.0,E,0.0,0,expensive
3253,2017 Mercedes-Benz GLS 450 Base 4MATIC,48995,Gray Metallic,Ginger Beige,All-wheel Drive,19–22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,39980,True,False,True,True,True,True,True,False,2017,AWD,Gasoline,True,3.0,V6,20.5,9,moderate
3254,2018 INFINITI QX60 Base,31989,Graphite Shadow,Graphite,Front-wheel Drive,20–27,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,49244,True,True,True,True,False,True,True,False,2018,FWD,Gasoline,False,3.5,V6,23.5,-1,moderate
3255,2018 BMW 328d Base,32792,Alpine White,Black,Rear-wheel Drive,31–43,Diesel,8-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,35595,True,False,True,False,True,True,True,True,2018,RWD,Diesel,True,2.0,I4,37.0,8,moderate
3256,2018 Volvo XC60 T5 Momentum,35450,Black,White,All-wheel Drive,22–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,22021,False,False,True,True,False,True,True,False,2018,AWD,Gasoline,True,2.0,I4,25.0,8,moderate
3257,2019 Subaru Outback 2.5i Limited,31950,Crystal White Pearl,Black,All-wheel Drive,25–32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,14435,False,False,True,False,False,True,True,False,2019,AWD,Gasoline,False,2.5,H4,28.5,-1,moderate
3258,2019 Lincoln Nautilus Reserve,49995,Burgundy Velvet Tinted Clearcoat,Coffee,AWD,20–25,Gasoline,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,13233,True,True,True,True,True,True,True,True,2019,AWD,Gasoline,True,2.7,V6,22.5,8,moderate
3259,2016 BMW 750 i xDrive,39995,Gray,Black,AWD,16–25,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,86396,False,False,True,False,False,True,True,False,2016,AWD,Gasoline,True,4.4,V8,20.5,8,moderate
3260,2014 BMW X5 xDrive35i,25999,Mineral White Metallic,Brown,All-wheel Drive,0–27,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-6 3.0 L/182,89039,True,True,True,False,False,True,False,False,2014,AWD,Gasoline,True,3.0,I6,13.5,-1,moderate
3261,2014 Jeep Grand Cherokee Limited,23900,Brilliant Black Crystal Pearlcoat,Black,Four-wheel Drive,17–24,E85 Flex Fuel,8-Speed Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,82826,True,True,True,True,False,True,True,False,2014,AWD,Flexible Fuel,False,3.6,V6,20.5,8,moderate
3262,2019 Ford Fusion Energi Titanium,23990,Black,Ebony,Front-wheel Drive,Transmission,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,35965,True,True,True,True,False,True,True,True,2019,FWD,Hybrid,False,2.0,I4,-1.0,-1,moderate
3263,2013 Toyota 4Runner Limited,24389,Magnetic Gray Metallic,Black,Four-wheel Drive,17–21,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,138826,False,False,True,False,False,True,True,False,2013,AWD,Gasoline,False,4.0,V6,19.0,5,moderate
3264,2012 Toyota Highlander Base,17995,Magnetic Gray Metallic,Ash,All-wheel Drive,17–22,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI DOHC,68217,False,False,False,False,False,False,True,False,2012,AWD,Gasoline,False,3.5,V6,19.5,5,cheap
3265,2019 Mazda CX-5 Grand Touring,29205,Eternal Blue Mica,Black,All-wheel Drive,24–30,Gasoline,6-Speed Automatic,2.5L I4 16V,35162,True,False,True,False,True,True,True,False,2019,AWD,Gasoline,False,2.5,I4,27.0,6,moderate
3266,2018 BMW 430 Gran Coupe i xDrive,34999,Black Sapphire,Black,All-wheel Drive,23–33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,20111,False,False,False,False,False,True,True,False,2018,AWD,Gasoline,True,2.0,I4,28.0,8,moderate
3267,2008 BMW M3 ,28588,Space Gray Metallic,Fox Red,Rear-wheel Drive,13–19,Gasoline,6-Speed Manual,4.0L V8 32V MPFI DOHC,69165,False,False,True,False,False,False,True,False,2008,RWD,Gasoline,False,4.0,V8,16.0,6,moderate
3268,2019 Tesla Model 3 Long Range,54777,White,White / Black,All-wheel Drive,120–112,Electric,1-Speed Automatic,Electric,12872,True,False,True,False,False,True,True,True,2019,AWD,Electric,False,0.0,E,0.0,0,moderate
3269,2018 BMW M550 i xDrive,62900,Black Sapphire Metallic,Black,All-wheel Drive,16–25,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,10649,True,True,True,False,True,True,True,True,2018,AWD,Gasoline,True,4.4,V8,20.5,8,expensive
3270,2017 Honda HR-V LX,18290,Misty Green,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,47906,False,False,False,False,False,True,True,False,2017,FWD,Gasoline,False,1.8,I4,31.0,-1,cheap
3271,2019 GMC Acadia SLT-1,33600,Gray,Jet Black,Front-wheel Drive,21–26,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,39468,False,False,False,True,True,True,True,False,2019,FWD,Gasoline,False,3.6,V6,23.5,6,moderate
3272,2019 Honda Pilot Elite,42995,Black,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,56550,True,True,True,True,True,True,True,False,2019,AWD,Gasoline,False,3.5,V6,22.5,9,moderate
3273,2019 Toyota RAV4 Limited,41995,White,Black,All-wheel Drive,25–33,Gasoline,Automatic,4 Cylinder Engine,18131,True,False,True,False,True,True,True,True,2019,AWD,Gasoline,False,-1.0,,29.0,-1,moderate
3274,2019 Acura RDX Technology Package,35086,Performance Red Pearl,Parchment,All-wheel Drive,21–27,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,28850,False,False,True,False,False,True,True,False,2019,AWD,Gasoline,True,2.0,I4,24.0,10,moderate
3275,2020 Ford Fusion SE,21137,White,–,Front-wheel Drive,23–34,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,48292,False,False,False,True,True,True,True,False,2020,FWD,Gasoline,True,1.5,I4,28.5,6,moderate
3276,2020 Lincoln Corsair Reserve,45597,Black,Ebony,All-wheel Drive,21–29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,17382,True,True,True,True,True,True,True,False,2020,AWD,Gasoline,True,2.0,I4,25.0,8,moderate
3277,2019 Honda CR-V EX-L,32961,Gray,–,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,22360,True,False,False,True,True,True,True,False,2019,AWD,Gasoline,True,1.5,I4,30.0,-1,moderate
3278,2018 Toyota RAV4 LE,28988,Ruby Flare Pearl,Black,All-wheel Drive,22–28,Gasoline,Automatic,4 Cylinder Engine,25657,False,False,False,False,False,True,True,False,2018,AWD,Gasoline,False,-1.0,,25.0,-1,moderate
3279,2017 Mercedes-Benz GLS 450 Base 4MATIC,47876,Black,Black,All-wheel Drive,19–22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,48338,True,False,False,True,False,True,True,False,2017,AWD,Gasoline,True,3.0,V6,20.5,9,moderate
3280,2017 Mercedes-Benz C-Class C 300,30995,Black,Black,AWD,24–31,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,24593,True,True,True,False,False,True,True,True,2017,AWD,Gasoline,True,2.0,I4,27.5,7,moderate
3281,2017 Mercedes-Benz GLS 450 Base 4MATIC,47995,Black,Espresso Brown,AWD,19–22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,51760,True,False,True,True,False,True,True,False,2017,AWD,Gasoline,True,3.0,V6,20.5,9,moderate
3282,2014 BMW X3 xDrive28i,12999,Black,Red,AWD,21–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,131255,False,False,False,False,False,True,True,False,2014,AWD,Gasoline,True,2.0,I4,24.5,8,cheap
3283,2019 BMW X5 xDrive40i,56200,Alpine White,Black,All-wheel Drive,20–26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,21772,True,False,True,False,True,True,True,False,2019,AWD,Gasoline,True,3.0,I6,23.0,8,moderate
3284,2015 Mercedes-Benz G-Class G 63 AMG,97795,–,–,All-wheel Drive,12–14,Gasoline,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo,62000,True,True,True,False,False,True,True,False,2015,AWD,Gasoline,True,5.5,V8,13.0,7,expensive
3285,2018 Mercedes-Benz C-Class C 300 4MATIC,37490,Polar White,–,All-wheel Drive,23–32,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,12776,False,False,True,True,False,True,True,False,2018,AWD,Gasoline,True,2.0,I4,27.5,9,moderate
3286,2020 Volkswagen Jetta 1.4T S,19945,Pure White,Titan Black,Front-wheel Drive,30–40,Gasoline,8-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,24025,False,False,False,False,True,True,True,False,2020,FWD,Gasoline,True,1.4,I4,35.0,8,cheap
3287,2019 Honda Civic LX,22800,Lunar Silver Metallic,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,34943,False,False,False,False,False,True,True,False,2019,FWD,Gasoline,False,2.0,I4,34.0,-1,moderate
3288,2019 BMW X5 xDrive40i,55490,Dark Graphite Metallic,Black,All-wheel Drive,20–26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,45941,True,False,True,True,True,True,True,False,2019,AWD,Gasoline,True,3.0,I6,23.0,8,moderate
3289,2018 BMW X2 xDrive28i,35598,Jet Black,Black,All-wheel Drive,21–31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,11563,True,True,True,False,False,True,True,False,2018,AWD,Gasoline,True,2.0,I4,26.0,8,moderate
3290,2015 Toyota Tundra SR5,34995,Silver Sky Metallic,Black,Four-wheel Drive,13–17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,47522,False,False,False,False,False,True,True,False,2015,AWD,Gasoline,False,5.7,V8,15.0,6,moderate
3291,2020 BMW X5 sDrive40i,60099,Metallic,Black,Rear-wheel Drive,21–26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,24388,True,False,True,True,False,True,True,True,2020,RWD,Gasoline,True,3.0,I6,23.5,8,expensive
3292,2016 Chevrolet Silverado 1500 LT,32995,Tungsten Metallic,Jet Black,Four-wheel Drive,17–22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,63889,False,False,True,False,False,True,True,False,2016,AWD,Gasoline,False,5.3,V8,19.5,6,moderate
3293,2013 Ford Escape SEL,13643,Tuxedo Black,Charcoal Black,Front-wheel Drive,23–33,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,89778,True,False,True,False,False,True,True,False,2013,FWD,Gasoline,True,2.0,I4,28.0,6,cheap
3294,2019 INFINITI QX80 Luxe,46999,Champagne Quartz,Graphite / Stone,All-wheel Drive,13–19,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,64466,False,True,True,True,False,True,True,False,2019,AWD,Gasoline,False,5.6,V8,16.0,7,moderate
3295,2015 Audi RS 5 4.2,46900,Daytona Gray Pearl,Black,All-wheel Drive,16–23,Gasoline,7-Speed Automatic with Auto-Shift,4.2L V8 32V GDI DOHC,56996,False,False,True,False,False,True,True,True,2015,AWD,Gasoline,False,4.2,V8,19.5,7,moderate
3296,2019 Jeep Grand Cherokee Limited,42999,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,10772,True,True,True,True,False,True,True,True,2019,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
3297,2019 Honda Pilot Elite,45431,White Diamond Pearl,Black,All-wheel Drive,0–26,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,11114,True,True,True,True,True,True,True,True,2019,AWD,Gasoline,False,3.5,V6,13.0,-1,moderate
3298,2018 Chevrolet Silverado 1500 LT,42645,Summit White,Dark Ash,Four-wheel Drive,17–22,E85 Flex Fuel,6-Speed Automatic,4.3L V6 12V GDI OHV Flexible Fuel,11010,False,False,False,False,False,True,True,False,2018,AWD,Flexible Fuel,False,4.3,V6,19.5,6,moderate
3299,2018 Toyota RAV4 Limited,30000,Black,–,All-wheel Drive,22–28,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,59791,True,False,True,False,False,True,True,False,2018,AWD,Gasoline,False,2.5,I4,25.0,6,moderate
3300,2018 Volvo XC90 T5 Momentum,39990,Denim Blue Metallic,Charcoal,All-wheel Drive,22–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,36375,False,False,True,True,False,True,True,True,2018,AWD,Gasoline,True,2.0,I4,25.0,8,moderate
3301,2009 Toyota Matrix Base,7995,Gray,Gray,FWD,25–31,Gasoline,4-Speed Automatic,1.8L I4 16V MPFI DOHC,126417,False,False,False,False,False,False,True,False,2009,FWD,Gasoline,False,1.8,I4,28.0,4,cheap
3302,2021 GMC Sierra 1500 AT4,63997,Summit White,Jet Black,Four-wheel Drive,Transmission,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,14450,False,True,False,True,True,True,True,False,2021,AWD,Gasoline,False,6.2,V8,-1.0,10,expensive
3303,2013 BMW X3 xDrive28i,14995,Brown,Tan,All-wheel Drive,21–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,86320,True,True,True,False,False,True,True,False,2013,AWD,Gasoline,True,2.0,I4,24.5,8,cheap
3304,2017 Mercedes-Benz GLE 350 Base 4MATIC,39901,Lunar,Beige,All-wheel Drive,18–23,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,33241,True,False,False,False,False,True,True,False,2017,AWD,Gasoline,False,3.5,V6,20.5,7,moderate
3305,2014 Mercedes-Benz E-Class E 350,16499,Steel Gray Metallic,Gray / Black,Rear-wheel Drive,21–30,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,123480,True,False,True,False,False,True,True,False,2014,RWD,Gasoline,False,3.5,V6,25.5,7,cheap
3306,2018 Jeep Grand Cherokee Limited,27595,Diamond Black,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,43649,True,True,True,True,False,True,True,True,2018,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
3307,2018 Ford Edge Titanium,35755,Shadow Black,Ebony,All-wheel Drive,20–27,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,14211,False,False,False,False,False,True,True,False,2018,AWD,Gasoline,True,2.0,I4,23.5,6,moderate
3308,2018 Ford F-150 Lariat,43995,Black,Black,Four-wheel Drive,19–24,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,54059,True,False,True,True,True,True,True,False,2018,AWD,Gasoline,True,3.5,V6,21.5,10,moderate
3309,2014 Chevrolet Tahoe LTZ,39995,White Diamond Tri-Coat,Light Cashmere,Four-wheel Drive,15–21,E85 Flex Fuel,6-Speed Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,32683,True,True,True,True,False,True,False,True,2014,AWD,Flexible Fuel,False,5.3,V8,18.0,6,moderate
3310,2018 Mazda CX-5 Touring,25500,Sonic Silver Metallic,Black,All-wheel Drive,24–30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,14778,True,False,False,False,False,True,True,True,2018,AWD,Gasoline,False,2.5,I4,27.0,6,moderate
3311,2021 Volvo XC60 T5 Momentum,46500,Crystal White Metallic,Blond,All-wheel Drive,21–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,13007,True,False,True,True,True,True,True,False,2021,AWD,Gasoline,True,2.0,I4,24.5,8,moderate
3312,2020 BMW X5 sDrive40i,59988,Jet Black,Black,Rear-wheel Drive,21–26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,20390,True,False,True,False,False,True,True,False,2020,RWD,Gasoline,True,3.0,I6,23.5,8,moderate
3313,2015 Nissan Sentra S,10995,Super Black,Charcoal,Front-wheel Drive,29–39,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,45828,False,False,False,False,False,True,True,False,2015,FWD,Gasoline,False,1.8,I4,34.0,-1,cheap
3314,2019 Hyundai Santa Fe SE 2.4,23575,Scarlet Red,Black,All-wheel Drive,21–27,Gasoline,8-Speed Automatic,2.4L I4 16V GDI DOHC,46105,False,False,False,False,True,True,True,True,2019,AWD,Gasoline,False,2.4,I4,24.0,8,moderate
3315,2020 GMC Yukon SLT,64977,Summit White,Jet Black,Four-wheel Drive,15–21,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,16866,False,True,True,True,True,True,True,False,2020,AWD,Gasoline,False,5.3,V8,18.0,6,expensive
3316,2019 Audi Q3 2.0T S line Premium,36998,Ibis White,Black,All-wheel Drive,19–27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,18865,True,False,False,False,True,True,True,False,2019,AWD,Gasoline,True,2.0,I4,23.0,8,moderate
3317,2016 Toyota 4Runner Limited,38491,Magnetic Gray,–,Four-wheel Drive,17–21,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,57744,True,False,True,False,False,True,True,False,2016,AWD,Gasoline,False,4.0,V6,19.0,5,moderate
